# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 11 05:48:18 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_kepflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_name,pl_disc,pl_pelink
400,HD 209458,b,Radial Velocity,1,3.52474859,0.047470,,0.71400,,1.380,0.36200,86.590,0,330.794891,18.884319,47.08,,6117.00,1.1480,1.16,HD 209458,HIP 108859,HD 209458 b,1999,http://exoplanet.eu/catalog/hd_209458_b/
401,HD 210277,b,Radial Velocity,1,442.19000000,1.138000,0.476000,,1.29000,,,,0,332.374451,-7.548654,21.29,6.530,5555.00,1.0100,,HD 210277,HIP 109378,HD 210277 b,1998,http://exoplanet.eu/catalog/hd_210277_b/
402,HD 210702,b,Radial Velocity,1,354.80000000,1.200000,0.094000,1.90000,,,,,0,332.963867,16.040550,55.93,,4967.00,1.6800,5.10,HD 210702,HIP 109577,HD 210702 b,2007,http://exoplanet.eu/catalog/hd_210702_b/
403,HD 212301,b,Radial Velocity,1,2.24571500,0.036000,0.000000,,0.45000,,,,0,336.878845,-77.717926,52.72,7.764,,,,HD 212301,HIP 110852,HD 212301 b,2005,http://exoplanet.eu/catalog/hd_212301_b/
404,HD 212771,b,Radial Velocity,1,373.30000000,1.220000,0.111000,,2.30000,,,,0,336.762787,-17.263659,121.80,7.595,,,,HD 212771,HIP 110813,HD 212771 b,2009,http://exoplanet.eu/catalog/hd_212771_b/
405,HD 213240,b,Radial Velocity,1,951.00000000,2.030000,0.450000,,4.50000,,,,0,337.751526,-49.433270,40.75,6.814,,,,HD 213240,HIP 111143,HD 213240 b,2001,http://exoplanet.eu/catalog/hd_213240_b/
406,HD 215497,b,Radial Velocity,2,3.93404000,0.047000,0.160000,,0.02000,,,,0,341.653137,-56.599533,43.53,8.960,5113.00,0.8720,,HD 215497,HIP 112441,HD 215497 b,2009,http://exoplanet.eu/catalog/hd_215497_b/
407,HD 215497,c,Radial Velocity,2,567.94000000,1.282000,0.490000,,0.33000,,,,0,341.653137,-56.599533,43.53,8.960,5113.00,0.8720,,HD 215497,HIP 112441,HD 215497 c,2009,http://exoplanet.eu/catalog/hd_215497_c/
408,HD 216435,b,Radial Velocity,1,1311.00000000,2.560000,0.070000,,1.26000,,,,0,343.408051,-48.598286,33.29,6.030,5999.00,1.3000,,HD 216435,HIP 113044,HD 216435 b,2002,http://exoplanet.eu/catalog/hd_216435_b/
409,HD 216437,b,Radial Velocity,1,,,,,,,,,0,343.664520,-70.073708,26.52,6.050,,1.1500,,HD 216437,HIP 113137,HD 216437 b,2002,http://exoplanet.eu/catalog/hd_216437_b/
410,HD 216536,b,Radial Velocity,1,148.60000000,0.609000,0.380000,,1.47000,,,,0,343.266602,44.477753,,9.230,4639.00,1.3600,12.50,HD 216536,,HD 216536 b,2015,http://exoplanet.eu/catalog/hd_216536/
411,HD 216770,b,Radial Velocity,1,118.45000000,0.460000,0.370000,,0.65000,,,,0,343.973785,-26.658764,37.89,8.094,,0.9000,,HD 216770,HIP 113238,HD 216770 b,2003,http://exoplanet.eu/catalog/hd_216770_b/
412,HD 217107,b,Radial Velocity,2,7.12681600,0.074800,0.126700,,1.39000,,,,0,344.564758,-2.395385,19.72,6.160,5646.00,1.0200,,HD 217107,HIP 113421,HD 217107 b,1998,http://exoplanet.eu/catalog/hd_217107_b/
413,HD 217107,c,Radial Velocity,2,4270.00000000,5.320000,0.517000,,2.60000,,,,0,344.564758,-2.395385,19.72,6.160,5646.00,1.0200,,HD 217107,HIP 113421,HD 217107 c,2005,http://exoplanet.eu/catalog/hd_217107_c/
414,HD 217786,b,Radial Velocity,1,1319.00000000,2.380000,0.400000,,13.00000,,,,0,345.784180,-0.429622,54.92,7.779,,,,HD 217786,HIP 113834,HD 217786 b,2010,http://exoplanet.eu/catalog/hd_217786_b/
415,HD 218566,b,Radial Velocity,1,225.70000000,0.687300,0.300000,,0.21000,,,,0,347.294708,-2.260742,29.94,8.630,,,,HD 218566,HIP 114322,HD 218566 b,2010,http://exoplanet.eu/catalog/hd_218566_b/
416,HD 219077,b,Radial Velocity,1,5501.00000000,6.220000,0.770000,,10.39000,,,,0,348.527435,-62.700005,29.20,6.120,5362.00,1.0500,1.91,HD 219077,HIP 114699,HD 219077 b,2012,http://exoplanet.eu/catalog/hd_219077_b/
417,HD 219415,b,Radial Velocity,1,2093.30000000,3.200000,0.400000,1.00000,,,,,0,348.724274,56.730328,,8.940,4820.00,1.0000,2.90,HD 219415,,HD 219415 b,2012,http://exoplanet.eu/catalog/hd_219415_b/
418,HD 219828,b,Radial Velocity,1,3.83350000,,0.000000,,0.06000,,,,0,349.694733,18.645720,81.10,8.008,,,,HD 219828,HIP 115100,HD 219828 b,2007,http://exoplanet.eu/catalog/hd_219828_b/
419,HD 220074,b,Radial Velocity,1,672.10000000,1.600000,0.140000,,11.10000,,,,0,350.059906,61.970127,289.02,6.400,3935.00,1.2000,49.70,HD 220074,HIP 115218,HD 220074 b,2012,http://exoplanet.eu/catalog/hd_220074_b/
420,HD 220689,b,Radial Velocity,1,2209.00000000,3.360000,0.160000,,1.06000,,,,0,351.470795,-20.616030,45.23,7.758,5921.00,1.0400,1.07,HD 220689,HIP 115662,HD 220689 b,2012,http://exoplanet.eu/catalog/hd_220689_b/
421,HD 220773,b,Radial Velocity,1,3724.70000000,4.940000,0.510000,,1.45000,,,,0,351.614349,8.643845,48.43,7.096,,,,HD 220773,HIP 115697,HD 220773 b,2011,http://exoplanet.eu/catalog/hd_220773_b/
422,HD 221287,b,Radial Velocity,1,456.10000000,1.250000,0.080000,,3.09000,,,,0,352.834747,-58.209732,52.88,7.807,,,,HD 221287,HIP 116084,HD 221287 b,2007,http://exoplanet.eu/catalog/hd_221287_b/
423,HD 222155,b,Radial Velocity,1,3999.00000000,5.100000,0.160000,,1.90000,,,,0,354.501282,48.996521,50.45,7.114,5765.00,1.1300,1.67,HD 222155,HIP 116616,HD 222155 b,2011,http://exoplanet.eu/catalog/hd_222155_b/
424,HD 222582,b,Radial Velocity,1,572.38000000,1.347000,0.725000,,7.75000,,,,0,355.464722,-5.985757,41.95,7.680,5727.00,0.9900,,HD 222582,HIP 116906,HD 222582 b,1999,http://exoplanet.eu/catalog/hd_222582_b/
425,HD 224693,b,Radial Velocity,1,26.73000000,0.192000,0.050000,,0.71000,,,,0,359.974304,-22.428114,94.07,8.216,6037.00,1.3300,1.70,HD 224693,HIP 118319,HD 224693 b,2006,http://exoplanet.eu/catalog/hd_224693_b/
426,HD 22781,b,Radial Velocity,1,528.07000000,1.167000,0.819100,,13.65000,,,,0,55.206356,31.826290,31.79,8.766,,,,HD 22781,HIP 17187,HD 22781 b,2011,http://exoplanet.eu/catalog/hd_22781_b/
427,HD 23079,b,Radial Velocity,1,730.60000000,1.596000,0.102000,,2.45000,,,,0,54.929562,-52.915836,34.60,7.105,,,,HD 23079,HIP 17096,HD 23079 b,2001,http://exoplanet.eu/catalog/hd_23079_b/
428,HD 23127,b,Radial Velocity,1,1214.00000000,2.400000,0.440000,,1.50000,,,,0,54.848495,-60.077843,89.13,8.550,,1.1300,,HD 23127,HIP 17054,HD 23127 b,2006,http://exoplanet.eu/catalog/hd_23127_b/
429,HD 231701,b,Radial Velocity,1,141.60000000,0.530000,0.100000,,1.08000,,,,0,293.017334,16.474291,108.46,8.970,6208.00,1.1400,1.35,HD 231701,HIP 96078,HD 231701 b,2007,http://exoplanet.eu/catalog/hd_231701_b/
430,HD 233604,b,Radial Velocity,1,192.00000000,0.747000,0.050000,,6.57500,,,,0,137.453384,53.568230,,10.406,4791.00,1.5000,10.90,HD 233604,,HD 233604 b,2013,http://exoplanet.eu/catalog/hd_233604_b/
431,HD 23596,b,Radial Velocity,1,1561.00000000,2.772000,0.266000,,7.71000,,,,0,57.001556,40.530636,51.97,7.244,,,,HD 23596,HIP 17747,HD 23596 b,2003,http://exoplanet.eu/catalog/hd_23596_b/
432,HD 240210,b,Radial Velocity,1,501.75000000,1.160000,0.150000,,5.21000,,,,0,347.621792,57.029456,,8.330,4297.00,0.8200,,HD 240210,,HD 240210 b,2009,http://exoplanet.eu/catalog/hd_240210_b/
433,HD 240237,b,Radial Velocity,1,745.70000000,1.900000,0.400000,,5.30000,,,,0,348.925934,58.043240,307.69,8.190,4361.00,1.6900,32.00,HD 240237,HIP 114840,HD 240237 b,2011,http://exoplanet.eu/catalog/hd_240237_b/
434,HD 24040,b,Radial Velocity,1,3668.00000000,4.920000,0.040000,,4.01000,,,,0,57.595699,17.476366,46.51,7.493,5853.00,1.1800,,HD 24040,HIP 17960,HD 24040 b,2006,http://exoplanet.eu/catalog/hd_24040_b/
435,HD 25171,b,Radial Velocity,1,1845.00000000,3.020000,0.080000,,0.95000,,,,0,58.956001,-65.186676,56.05,7.778,,,,HD 25171,HIP 18387,HD 25171 b,2010,http://exoplanet.eu/catalog/hd_25171_b/
436,HD 2638,b,Radial Velocity,1,3.44420000,0.044000,0.000000,,0.48000,,,,0,7.499466,-5.764002,53.71,9.375,5192.00,0.9300,,HD 2638,HIP 2350,HD 2638 b,2005,http://exoplanet.eu/catalog/hd_2638_b/
437,HD 27442,b,Radial Velocity,1,428.10000000,1.271000,0.060000,,1.56000,,,,0,64.120956,-59.302155,18.24,4.440,,,,HD 27442,HIP 19921,HD 27442 b,2000,http://exoplanet.eu/catalog/hd_27442_b/
438,HD 27631,b,Radial Velocity,1,2208.00000000,3.250000,0.120000,,1.45000,,,,0,64.939461,-41.960266,44.54,8.243,5737.00,0.9400,1.00,HD 27631,HIP 20199,HD 27631 b,2012,http://exoplanet.eu/catalog/hd_27631_b/
439,HD 27894,b,Radial Velocity,1,17.99040000,0.125000,0.048600,,0.64500,,,,0,65.196030,-59.410835,42.37,9.349,4875.00,0.8000,,HD 27894,HIP 20277,HD 27894 b,2005,http://exoplanet.eu/catalog/hd_27894_b/
440,HD 28185,b,Radial Velocity,1,385.90000000,1.032000,0.092000,,5.59000,,,,0,66.609673,-10.550821,39.56,7.810,,,,HD 28185,HIP 20723,HD 28185 b,2001,http://exoplanet.eu/catalog/hd_28185_b/
441,HD 28254,b,Radial Velocity,1,1116.00000000,2.150000,0.810000,,1.16000,,,,0,66.211273,-50.622192,54.70,7.684,5664.00,1.0600,1.48,HD 28254,HIP 20606,HD 28254 b,2010,http://exoplanet.eu/catalog/hd_28254_b/
442,HD 285507,b,Radial Velocity,1,6.08810000,,0.086000,,0.91700,,,,0,61.755104,15.335032,42.43,10.267,4503.00,0.7340,0.66,HD 285507,HIP 19207,HD 285507 b,2013,http://exoplanet.eu/catalog/hd_285507/
443,HD 285968,b,Radial Velocity,1,8.78360000,0.066000,0.000000,,0.02600,,,,0,70.732407,18.958172,9.42,9.970,3679.00,0.4500,0.45,HD 285968,HIP 21932,HD 285968 b,2008,http://exoplanet.eu/catalog/gj_176_b/
444,HD 28678,b,Radial Velocity,1,387.10000000,1.250000,0.168000,,1.70000,,,,0,67.856056,4.575287,168.92,8.440,,,,HD 28678,HIP 21109,HD 28678 b,2011,http://exoplanet.eu/catalog/hd_28678_b/
445,HD 290327,b,Radial Velocity,1,2443.00000000,3.430000,0.080000,,2.54000,,,,0,80.839851,-2.277619,56.70,8.990,5552.00,0.9000,1.00,HD 290327,HIP 25191,HD 290327 b,2009,http://exoplanet.eu/catalog/hd_290327_b/
446,HD 2952,b,Radial Velocity,1,311.60000000,1.200000,0.129000,,1.60000,,,,0,8.293311,54.894985,115.21,5.922,4844.00,2.5400,12.02,HD 2952,HIP 2611,HD 2952 b,2013,http://exoplanet.eu/catalog/hd_2952_b/
447,HD 30177,b,Radial Velocity,1,2770.00000000,3.950000,0.193000,,10.45000,,,,0,70.476555,-58.020756,54.71,8.374,5588.00,1.0100,,HD 30177,HIP 21850,HD 30177 b,2002,http://exoplanet.eu/catalog/hd_30177_b/
448,HD 30562,b,Radial Velocity,1,1159.20000000,2.315000,0.778000,,1.37300,,,,0,72.151604,-5.674045,26.50,5.780,5994.00,1.2300,1.53,HD 30562,HIP 22336,HD 30562 b,2009,http://exoplanet.eu/catalog/hd_30562_b/
449,HD 30669,b,Radial Velocity,1,1684.00000000,2.690000,0.180000,,0.47000,,,,0,72.118690,-28.419298,57.10,9.110,5400.00,0.9200,0.91,HD 30669,HIP 22320,HD 30669 b,2014,
450,HD 30856,b,Radial Velocity,1,912.00000000,1.800000,0.117000,,1.80000,,,,0,72.574425,-24.368839,121.07,7.911,,,,HD 30856,HIP 22491,HD 30856 b,2011,http://exoplanet.eu/catalog/hd_30856_b/
451,HD 31253,b,Radial Velocity,1,466.00000000,1.260000,0.300000,,0.50000,,,,0,73.681892,12.352201,53.82,7.133,,,,HD 31253,HIP 22826,HD 31253 b,2010,http://exoplanet.eu/catalog/hd_31253_b/
452,HD 32518,b,Radial Velocity,1,157.54000000,0.590000,0.010000,,3.04000,,,,0,77.403000,69.639404,117.37,6.421,4580.00,1.1300,10.22,HD 32518,HIP 24003,HD 32518 b,2009,http://exoplanet.eu/catalog/hd_32518_b/
453,HD 330075,b,Radial Velocity,1,3.38773000,0.039000,0.000000,,0.62000,,,,0,237.407043,-49.963524,50.20,9.334,5017.00,0.7000,,HD 330075,HIP 77517,HD 330075 b,2004,http://exoplanet.eu/catalog/hd_330075_b/
454,HD 33142,b,Radial Velocity,1,326.60000000,1.060000,0.120000,,1.30000,,,,0,76.898087,-13.986480,136.80,7.956,,,,HD 33142,HIP 23844,HD 33142 b,2011,http://exoplanet.eu/catalog/hd_33142_b/
455,HD 33283,b,Radial Velocity,1,18.17900000,0.145000,0.480000,,0.33000,,,,0,77.004219,-26.797472,86.88,8.051,5995.00,1.2400,1.20,HD 33283,HIP 23889,HD 33283 b,2006,http://exoplanet.eu/catalog/hd_33283_b/
456,HD 33564,b,Radial Velocity,1,388.00000000,1.100000,0.340000,,9.10000,,,,0,80.639717,79.231148,20.98,5.080,,,,HD 33564,HIP 25110,HD 33564 b,2005,http://exoplanet.eu/catalog/hd_33564_b/
457,HD 34445,b,Radial Velocity,1,1049.00000000,2.070000,0.270000,,0.79000,,,,0,79.420746,7.353343,45.01,7.328,,,,HD 34445,HIP 24681,HD 34445 b,2009,http://exoplanet.eu/catalog/hd_34445_b/
458,HD 3651,b,Radial Velocity,1,62.21800000,0.295000,0.596000,,0.22900,,,,0,9.840858,21.250473,11.11,5.860,,,,HD 3651,HIP 3093,HD 3651 b,2003,http://exoplanet.eu/catalog/hd_3651_b/
459,HD 37124,b,Radial Velocity,3,154.46000000,0.530000,0.055000,,0.61000,,,,0,84.260361,20.730787,33.24,,,,,HD 37124,HIP 26381,HD 37124 b,2002,http://exoplanet.eu/catalog/hd_37124_b/
460,HD 37124,c,Radial Velocity,3,843.60000000,1.640000,0.140000,,0.60000,,,,0,84.260361,20.730787,33.24,,,,,HD 37124,HIP 26381,HD 37124 c,2002,http://exoplanet.eu/catalog/hd_37124_c/
461,HD 37124,d,Radial Velocity,3,2295.00000000,3.190000,0.200000,,0.66000,,,,0,84.260361,20.730787,33.24,,,,,HD 37124,HIP 26381,HD 37124 d,2005,http://exoplanet.eu/catalog/hd_37124_d/
462,HD 37605,b,Radial Velocity,2,55.01307000,0.283100,0.676700,,2.80200,,,,0,85.007210,6.060579,42.88,8.661,5448.00,1.0000,0.90,HD 37605,HIP 26664,HD 37605 b,2004,http://exoplanet.eu/catalog/hd_37605_b/
463,HD 37605,c,Radial Velocity,2,2720.00000000,3.814000,0.013000,,3.36600,,,,0,85.007210,6.060579,42.88,8.661,5448.00,1.0000,0.90,HD 37605,HIP 26664,HD 37605 c,2012,http://exoplanet.eu/catalog/hd_37605_c/
464,HD 38283,b,Radial Velocity,1,363.20000000,1.020000,0.410000,0.34000,,,,,0,84.258408,-73.699341,37.78,6.696,,,,HD 38283,HIP 26380,HD 38283 b,2010,http://exoplanet.eu/catalog/hd_38283_b/
465,HD 38529,b,Radial Velocity,2,14.30980000,0.131000,0.257000,,0.83900,,,,0,86.645470,1.168193,42.43,5.950,,,,HD 38529,HIP 27253,HD 38529 b,2000,http://exoplanet.eu/catalog/hd_38529_b/
466,HD 38529,c,Radial Velocity,2,2140.20000000,3.712000,0.341000,,13.38000,,,,0,86.645470,1.168193,42.43,5.950,,,,HD 38529,HIP 27253,HD 38529 c,2000,http://exoplanet.eu/catalog/hd_38529_c/
467,HD 38801,b,Radial Velocity,1,696.30000000,1.700000,0.000000,,10.70000,,,,0,86.996567,-8.327700,99.40,8.269,,,,HD 38801,HIP 27384,HD 38801 b,2009,http://exoplanet.eu/catalog/hd_38801_b/
468,HD 39091,b,Radial Velocity,1,2151.00000000,3.380000,0.640500,,10.27000,,,,0,84.291214,-80.469124,18.21,5.650,,,,HD 39091,HIP 26394,HD 39091 b,2001,http://exoplanet.eu/catalog/hd_39091_b/
469,HD 40307,b,Radial Velocity,6,4.31230000,0.046800,0.200000,,0.01260,,,,0,88.517670,-60.023472,12.83,7.170,4956.00,0.7700,,HD 40307,HIP 27887,HD 40307 b,2008,http://exoplanet.eu/catalog/hd_40307_b/
470,HD 40307,c,Radial Velocity,6,9.61840000,0.079900,0.060000,,0.02080,,,,0,88.517670,-60.023472,12.83,7.170,4956.00,0.7700,,HD 40307,HIP 27887,HD 40307 c,2008,http://exoplanet.eu/catalog/hd_40307_c/
471,HD 40307,d,Radial Velocity,6,20.43200000,0.132100,0.070000,,0.02990,,,,0,88.517670,-60.023472,12.83,7.170,4956.00,0.7700,,HD 40307,HIP 27887,HD 40307 d,2008,http://exoplanet.eu/catalog/hd_40307_d/
472,HD 40307,e,Radial Velocity,6,34.62000000,0.188600,0.150000,,0.01100,,,,0,88.517670,-60.023472,12.83,7.170,4956.00,0.7700,,HD 40307,HIP 27887,HD 40307 e,2012,http://exoplanet.eu/catalog/hd_40307_e/
473,HD 40307,f,Radial Velocity,6,51.76000000,0.247000,0.020000,,0.01640,,,,0,88.517670,-60.023472,12.83,7.170,4956.00,0.7700,,HD 40307,HIP 27887,HD 40307 f,2012,http://exoplanet.eu/catalog/hd_40307_f/
474,HD 40307,g,Radial Velocity,6,197.80000000,0.600000,0.290000,,0.02230,,,,0,88.517670,-60.023472,12.83,7.170,4956.00,0.7700,,HD 40307,HIP 27887,HD 40307 g,2012,http://exoplanet.eu/catalog/hd_40307_g/
475,HD 40979,b,Radial Velocity,1,264.15000000,0.846000,0.252000,,4.01000,,,,0,91.124763,44.260445,33.33,6.735,,,,HD 40979,HIP 28767,HD 40979 b,2002,http://exoplanet.eu/catalog/hd_40979_b/
476,HD 41004 A,b,Radial Velocity,1,963.00000000,,0.740000,,2.54000,,,,0,89.956871,-48.239693,43.03,8.650,5010.00,0.7000,,HD 41004 A,HIP 28393 A,HD 41004 A b,2004,http://exoplanet.eu/catalog/hd_41004_a_b/
477,HD 41004 B,b,Radial Velocity,1,1.32830000,,0.081000,,18.37000,,,,0,89.956886,-48.239841,43.03,,,0.4000,,HD 41004 B,HIP 28393 B,HD 41004 B b,2003,http://exoplanet.eu/catalog/hd_41004_b_b/
478,HD 4113,b,Radial Velocity,1,526.62000000,1.280000,0.903000,,1.56000,,,,0,10.802486,-37.982632,44.05,7.881,5688.00,0.9900,,HD 4113,HIP 3391,HD 4113 b,2007,http://exoplanet.eu/catalog/hd_4113_b/
479,HD 4203,b,Radial Velocity,2,437.05000000,1.173500,0.520000,,1.82000,,,,0,11.171676,20.448927,77.82,8.687,5702.00,1.1300,,HD 4203,HIP 3502,HD 4203 b,2001,http://exoplanet.eu/catalog/hd_4203_b/
480,HD 4203,c,Radial Velocity,2,6700.00000000,6.950000,0.240000,,2.17000,,,,0,11.171676,20.448927,77.82,8.687,5702.00,1.1300,,HD 4203,HIP 3502,HD 4203 c,2014,http://exoplanet.eu/catalog/hd_4203_c/
481,HD 4208,b,Radial Velocity,1,828.00000000,1.650000,0.052000,,0.80400,,,,0,11.111043,-26.515680,32.70,7.783,,,,HD 4208,HIP 3479,HD 4208 b,2001,http://exoplanet.eu/catalog/hd_4208_b/
482,HD 4308,b,Radial Velocity,1,15.56000000,0.115000,0.000000,,0.04420,,,,0,11.163615,-65.649521,21.85,6.560,5685.00,0.8300,,HD 4308,HIP 3497,HD 4308 b,2005,http://exoplanet.eu/catalog/hd_4308_b/
483,HD 4313,b,Radial Velocity,1,356.00000000,1.190000,0.041000,,2.30000,,,,0,11.418160,7.845021,131.41,7.822,,,,HD 4313,HIP 3574,HD 4313 b,2009,http://exoplanet.eu/catalog/hd_4313_b/
484,HD 43197,b,Radial Velocity,1,327.80000000,0.920000,0.830000,,0.60000,,,,0,93.398590,-29.897270,56.30,8.980,5508.00,0.9600,1.00,HD 43197,HIP 29550,HD 43197 b,2010,http://exoplanet.eu/catalog/hd_43197_b/
485,HD 43691,b,Radial Velocity,1,36.96000000,0.240000,0.140000,,2.49000,,,,0,94.894485,41.092304,93.20,8.030,6200.00,1.3800,,HD 43691,HIP 30057,HD 43691 b,2007,http://exoplanet.eu/catalog/hd_43691_b/
486,HD 44219,b,Radial Velocity,1,472.30000000,1.190000,0.610000,,0.58000,,,,0,95.059677,-10.725009,50.40,7.690,5752.00,1.0000,1.32,HD 44219,HIP 30114,HD 44219 b,2010,http://exoplanet.eu/catalog/hd_44219_b/
487,HD 45350,b,Radial Velocity,1,963.60000000,1.920000,0.778000,,1.79000,,,,0,97.190460,38.962963,48.95,7.885,5616.00,1.0200,,HD 45350,HIP 30860,HD 45350 b,2004,http://exoplanet.eu/catalog/hd_45350_b/
488,HD 45364,b,Radial Velocity,2,226.93000000,0.681300,0.168400,,0.18720,,,,0,96.410316,-31.480953,32.58,8.062,,,,HD 45364,HIP 30579,HD 45364 b,2008,http://exoplanet.eu/catalog/hd_45364_b/
489,HD 45364,c,Radial Velocity,2,342.85000000,0.897200,0.097400,,0.65790,,,,0,96.410316,-31.480953,32.58,8.062,,,,HD 45364,HIP 30579,HD 45364 c,2008,http://exoplanet.eu/catalog/hd_45364_c/
490,HD 45652,b,Radial Velocity,1,43.60000000,0.230000,0.380000,,0.47000,,,,0,97.304962,10.933891,36.14,8.127,5312.00,0.8300,,HD 45652,HIP 30905,HD 45652 b,2008,http://exoplanet.eu/catalog/hd_45652_b/
491,HD 46375,b,Radial Velocity,1,3.02357300,0.039800,0.063000,,0.22600,,,,0,98.302597,5.462925,33.41,7.912,5285.00,0.9200,,HD 46375,HIP 31246,HD 46375 b,2000,http://exoplanet.eu/catalog/hd_46375_b/
492,HD 47186,b,Radial Velocity,2,4.08450000,0.050000,0.038000,,0.07167,,,,0,99.036613,-27.622297,37.84,7.626,5675.00,0.9900,,HD 47186,HIP 31540,HD 47186 b,2008,http://exoplanet.eu/catalog/hd_47186_b/
493,HD 47186,c,Radial Velocity,2,1353.60000000,2.395000,0.249000,,0.35061,,,,0,99.036613,-27.622297,37.84,7.626,5675.00,0.9900,,HD 47186,HIP 31540,HD 47186 c,2008,http://exoplanet.eu/catalog/hd_47186_c/
494,HD 4732,b,Radial Velocity,2,360.20000000,1.190000,0.130000,,2.37000,,,,0,12.308117,-24.136671,56.50,5.890,4959.00,1.7400,5.40,HD 4732,HIP 3834,HD 4732 b,2012,
495,HD 4732,c,Radial Velocity,2,2732.00000000,4.600000,0.230000,,2.37000,,,,0,12.308117,-24.136671,56.50,5.890,4959.00,1.7400,5.40,HD 4732,HIP 3834,HD 4732 c,2012,
496,HD 47536,b,Radial Velocity,1,712.13000000,1.930000,0.200000,,7.32000,,,,0,99.448410,-32.339733,121.36,5.250,4424.00,0.9100,22.39,HD 47536,HIP 31688,HD 47536 b,2002,http://exoplanet.eu/catalog/hd_47536_b/
497,HD 48265,b,Radial Velocity,1,762.00000000,1.600000,0.240000,,1.20000,,,,0,100.007195,-48.541954,87.41,8.050,5789.00,1.2200,1.82,HD 48265,HIP 31895,HD 48265 b,2008,http://exoplanet.eu/catalog/hd_48265_b/
498,HD 49674,b,Radial Velocity,1,4.94737000,0.058000,0.087000,,0.10500,,,,0,102.877151,40.867756,40.73,,,,,HD 49674,HIP 32916,HD 49674 b,2002,http://exoplanet.eu/catalog/hd_49674_b/
499,HD 50499,b,Radial Velocity,1,2482.70000000,3.860000,0.230000,,1.71000,,,,0,103.008438,-33.915562,47.26,7.195,,1.2400,,HD 50499,HIP 32970,HD 50499 b,2005,http://exoplanet.eu/catalog/hd_50499_b/
500,HD 50554,b,Radial Velocity,1,1293.00000000,2.353000,0.501000,,4.95400,,,,0,103.678436,24.245558,31.03,6.840,5987.00,1.0400,1.02,HD 50554,HIP 33212,HD 50554 b,2002,http://exoplanet.eu/catalog/hd_50554_b/
501,HD 52265,b,Radial Velocity,1,119.60000000,0.500000,0.350000,,1.05000,,,,0,105.075150,-5.367162,28.07,6.300,6060.00,1.1800,1.10,HD 52265,HIP 33719,HD 52265 b,2000,http://exoplanet.eu/catalog/hd_52265_b/
502,HD 5319,b,Radial Velocity,2,641.00000000,1.669700,0.020000,,1.76000,,,,0,13.755836,0.789553,114.00,8.050,4958.00,1.5100,3.85,HD 5319,HIP 4297,HD 5319 b,2007,http://exoplanet.eu/catalog/hd_5319_b/
503,HD 5319,c,Radial Velocity,2,886.00000000,2.071000,0.150000,,1.15000,,,,0,13.755836,0.789553,114.00,8.050,4958.00,1.5100,3.85,HD 5319,HIP 4297,HD 5319 c,2014,
504,HD 5608,b,Radial Velocity,1,792.60000000,1.900000,0.190000,1.40000,,,,,0,14.559246,33.950886,58.17,5.980,4854.00,1.5500,5.50,HD 5608,HIP 4552,HD 5608 b,2012,http://exoplanet.eu/catalog/hd_5608_b/
505,HD 564,b,Radial Velocity,1,492.30000000,1.200000,0.096000,,0.33000,,,,0,2.470091,-50.267822,53.60,8.290,5902.00,0.9610,1.01,HD 564,HIP 801,HD 564 b,2014,
506,HD 5891,b,Radial Velocity,1,177.11000000,0.760000,0.066000,,7.60000,,,,0,15.138300,20.292484,150.60,8.114,,,,HD 5891,HIP 4715,HD 5891 b,2011,http://exoplanet.eu/catalog/hd_5891_b/
507,HD 60532,b,Radial Velocity,2,201.30000000,0.759000,0.280000,,1.03000,,,,0,113.513252,-22.296066,25.70,4.450,6095.00,1.4400,,HD 60532,HIP 36795,HD 60532 b,2008,http://exoplanet.eu/catalog/hd_60532_b/
